after_split_name	page_title_short	page_title_long	page_title_longer_max-80	name	name_ed	surname	tl2_abbreviation_ed	is_supplement	conflicting_abbrev	tl2_abbreviation_alt	dates	description
TL_2_Vol_5_0015.md	Salzm.	Salzmann, Philipp	Salzmann, Philipp [std. Salzm.]	Salzmann, Philipp	Salzmann, Philipp	Salzmann	Salzm.				1781-1851	German (Saxonian) botanist; studied medicine at Göttingen (1800-1801), Wien (1801-1803), Halle (1803-1805), and Paris (1805); settled in Montpellier (1806) as hospital physician, later devoting himself to botany and entomology; collecting extensively in S. France, N. Africa, Spain (1823-1825) and Brazil, mainly Bahia, 1827-1830. 
TL_2_Vol_5_0016.md	Sambuc	Sambuc, Camille	Sambuc, Camille [std. Sambuc]	Sambuc, Camille	Sambuc, Camille	Sambuc	Sambuc				1859-?	French naval pharmacist from Toulon, later professor of pharmacy at the Faculté de Médecine et de Pharmacie de Lyon. 
TL_2_Vol_5_0017.md	A. Samp.	Sampaio, Alberto José de	Sampaio, Alberto José de [std. A. Samp.]	Sampaio, Alberto José de	Sampaio, Alberto José de	Sampaio	A. Samp.				1881-1946	Brazilian botanist; with the botanical section of the Rio de Janeiro Museo nacional from 1905; from 1910 as associate professor, and from 1912 as professor and chief of the section. 
TL_2_Vol_5_0018.md	Samp.	Sampaio, Gonçalo António da Silva Ferreira	Sampaio, Gonçalo António da Silva Ferreira [std. Samp.]	Sampaio, Gonçalo António da Silva Ferreira	Sampaio, Gonçalo António da Silva Ferreira	Sampaio	Samp.				1865-1937	"Portuguese botanist; studied at the Coimbra Polytechnic and the University of Coimbra; at the botanical department of the University of Porto (then ""Academia polytechnica"") from 1901 as ""naturalista adjunto"", from 1912-1935 as professor of botany. "
TL_2_Vol_5_0019.md	Sam.	Samuelsson, Gunnar	Samuelsson, Gunnar [std. Sam.]	Samuelsson, Gunnar	Samuelsson, Gunnar	Samuelsson	Sam.				1885-1944	Swedish botanist; Dr. phil. Uppsala 1913; lecturer Uppsala 1913; curator Bot. Mus., Univ. Uppsala 1914-1919; professor and director of the botany department of the Stockholm Riksmuseum from 1924-1944. 
TL_2_Vol_5_0020.md	Samzelius	Samzelius, Abraham	Samzelius, Abraham [std. Samzelius]	Samzelius, Abraham	Samzelius, Abraham	Samzelius	Samzelius				1723-1773	Swedish clergyman and botanist; studied at Uppsala 1745; ordained 1752; stationed at Örebro and Bodarne, Närke. 
TL_2_Vol_5_0021.md	Sanborn	Sanborn, Ethel Ida	Sanborn, Ethel Ida [std. Sanborn]	Sanborn, Ethel Ida	Sanborn, Ethel Ida	Sanborn	Sanborn				1883-1952	American botanist; born at Goodwin, S. Dakota; A.M. S. Dakota 1907; Dr. phil. Stanford 1928; high school teacher in S. Dakota 19041906, in Minnesota 1907-1909; curator herbarium University of Oregon 1914-1917; instructor in botany ib. 1918-1927; assist. professor 1928-1932; at Oregon State College [University] 1932-1933; assoc. professor 1933-1948. 
TL_2_Vol_5_0022.md	Sand	Sand, Austin Westman William	Sand, Austin Westman William [std. Sand]	Sand, Austin Westman William	Sand, Austin Westman William	Sand	Sand				<em>fl</em>. 1926	American botanist at the Agricultural Experiment Station of Cornell University. 
TL_2_Vol_5_0023.md	Sandahl	Sandahl, Oskar Theodor	Sandahl, Oskar Theodor [std. Sandahl]	Sandahl, Oskar Theodor	Sandahl, Oskar Theodor	Sandahl	Sandahl				1829-1894	Swedish physician, entomologist and botanist; studied at Uppsala 1847; Dr. med. Lund 1863; associated with the Karolinska Institute from 1852, as professor of pharmacology from 1873; also inspector of the pharmaceutical institute Stockholm from 1873. 
TL_2_Vol_5_0024.md	K. Sandberger	Sandberger, Karl [Carl] Ludwig Fridolin von	Sandberger, Karl [Carl] Ludwig Fridolin von [std. K. Sandberger]	Sandberger, Karl [Carl] Ludwig Fridolin von	Sandberger, Karl [Carl] Ludwig Fridolin von	Sandberger	K. Sandberger				1826-1898	German (NassauDillenburg) palaeontologist; Dr. phil. Giessen 1846; secr. Nassau. Ver. Naturk. 1849- 1852; head of the Wiesbaden Natural History Museum 1852-1855; professor of geology at the Karlsruhe Polytechnic 1855-1863; professor of mineralogy and geology Würzburg 1863-1896; in retirement in München. 
TL_2_Vol_5_0025.md	Sande Lac.	Sande Lacoste, Cornelius Marinus van der	Sande Lacoste, Cornelius Marinus van der [std. Sande Lac.]	Sande Lacoste, Cornelius Marinus van der	Sande Lacoste, Cornelius Marinus van der	Sande Lacoste	Sande Lac.				1815-1887	Dutch botanist (bryologist); Dr. med. Utrecht 1843; practicing physician at Amsterdam from 1843, dedicating himself, however, more and more to botany; co-founder of the Nederlandse Botanische Vereniging. 
TL_2_Vol_5_0026.md	Sandéen	Sandéen, Peter Fredrik	Sandéen, Peter Fredrik [std. Sandéen]	Sandéen, Peter Fredrik	Sandéen, Peter Fredrik	Sandéen	Sandéen				1839-1868	"Swedish botanist: amanuensis at the Botanical Museum, Lund, 1858; Dr. phil. Lund 1865; ""adjunkt"" at schools in Lund (1864) and Karlskrona (1865). "
TL_2_Vol_5_0027.md	Sander	Sander, [Henry] Frederick [Conrad] [baptized Heinrich Friedrich Conrad]	Sander, [Henry] Frederick [bapt. Heinrich Friedrich Conrad] [std. Sander]	Sander, [Henry] Frederick [Conrad] [baptized Heinrich Friedrich Conrad]	Sander, [Henry] Frederick [Conrad] [baptized Heinrich Friedrich Conrad]	Sander	Sander				1847-1920	German (Bremen) horticulturist and orchidologist; to England 1865, working in nurseries at Forest Hill; independent seedsman from 1874, associated with B. Roezl; at St. Albans 1881, established an orchid nusery at Summit, New Jersey (sold 1896) and one at St. André, Bruges, Belgium 1894; outstanding grower, hybridizer and introducer of orchids. 
TL_2_Vol_5_0028.md	A. Sanderson	Sanderson, Arthur Rufus	Sanderson, Arthur Rufus [std. A. Sanderson]	Sanderson, Arthur Rufus	Sanderson, Arthur Rufus	Sanderson	A. Sanderson				1877-1932	English plant pathologist with the Rubber Growers' Association, Malaya; later at the Rubber Research Institute, 1918-1931. 
TL_2_Vol_5_0029.md	J. Sanderson	Sanderson, John	Sanderson, John [std. J. Sanderson]	Sanderson, John	Sanderson, John	Sanderson	J. Sanderson				1820/21-1881	"Scottish journalist, trader, botanical collector and horticulturist; to Durban, S. Afr., 1850; active in the Horticultural Society of Natal; secretary of the ""Natal Times"" Company 1851. "
TL_2_Vol_5_0030.md	Sandford	Sandford, E.	Sandford, E. [std. Sandford]	Sandford, E.	Sandford, E.	Sandford	Sandford				<em>fl</em>. 1882	British gardener at Dale Park. 
TL_2_Vol_5_0031.md	Sandi	Sandi, Alessandro Francesco	Sandi, Alessandro Francesco [std. Sandi]	Sandi, Alessandro Francesco	Sandi, Alessandro Francesco	Sandi	Sandi				1794-1849	Italian botanist and practicing physician at Beluno. 
TL_2_Vol_5_0032.md	Sandif.	Sandifort, Gerard	Sandifort, Gerard [std. Sandif.]	Sandifort, Gerard	Sandifort, Gerard	Sandifort	Sandif.				1779-1848	Dutch botanist and physician; prosector and adjunct to his father, the professor of anatomy at the Leiden University 1799; Dr. med. ib. 1801; honorary professor of anatomy 1801, ord. professor id. 1812, re-affirmed by the Dutch government in 1815; in charge of the Leiden Botanical Garden 1819-1822. 
TL_2_Vol_5_0033.md	Sandst.	Sandstede, [Johann] Heinrich	Sandstede, [Johann] Heinrich [std. Sandst.]	Sandstede, [Johann] Heinrich	Sandstede, [Johann] Heinrich	Sandstede	Sandst.				1859-1951	German (Oldenburg) botanist; trained as a baker in his father's bakery which he took over and managed until 1912; from then on in retirement dedicating himself part of the time to lichenology; Dr. phil. h.c. Univ. Münster 1930. 
TL_2_Vol_5_0034.md	Sandu	Sandu-Ville, Costantin	Sandu-Ville, Costantin [std. Sandu]	Sandu-Ville, Costantin	Sandu-Ville, Costantin	Sandu-Ville	Sandu				<em>fl</em>. 1929	Roumanian botanist. 
TL_2_Vol_5_0035.md	C.I. Sandw.	Sandwith, Mrs. Cecil Ivry	Sandwith, Mrs. Cecil Ivry [std. C.I. Sandw.]	Sandwith, Mrs. Cecil Ivry	Sandwith, Mrs. Cecil Ivry	Sandwith	C.I. Sandw.				1871-1961	English botanist; collected plants in Northern Rhodesia 1929; floristically active in the Bristol area from 1909. 
TL_2_Vol_5_0036.md	Sandw.	Sandwith, Noel Yvri	Sandwith, Noel Yvri [std. Sandw.]	Sandwith, Noel Yvri	Sandwith, Noel Yvri	Sandwith	Sandw.				1901-1965	English botanist; Keble Coll. Oxford BA 1926, MA 1929; at Royal Botanic Gardens Kew 1924-1965; collected in British Guyana 1929 and 1937; travelled in Albania, North Africa and South America; son of Mrs. C.I. Sandwith; specialist on Bignoniaceae; enthusiastic host at Kew for all younger botanical workers on the flora of tropical South America. 
TL_2_Vol_5_0037.md	A. San Georgio	San Georgio, Anna di née Harley	San Georgio, Anna di née Harley [std. A. San Georgio]	San Georgio, Anna di née Harley	San Georgio, Anna di née Harley	San Georgio	A. San Georgio				1803-1874	British-born Italian botanist at Florence. 
TL_2_Vol_5_0038.md	San Giorgio	San Giorgio (Sangiorgio), Paolo	San Giorgio (Sangiorgio), Paolo [std. San Giorgio]	San Giorgio (Sangiorgio), Paolo	San Giorgio (Sangiorgio), Paolo	San Giorgio (Sangiorgio)	San Giorgio				1748-1816	Italian botanist and chemist; demonstrator for chemistry at the Ospedale maggiore, Milano; in exile 1798-1806; subsequent- ly teacher of natural history in Milano. 
TL_2_Vol_5_0039.md	Sanguinetti	Sanguinetti, Pietro	Sanguinetti, Pietro [std. Sanguinetti]	Sanguinetti, Pietro	Sanguinetti, Pietro	Sanguinetti	Sanguinetti				1802-1868	Italian botanist; director of the botanical garden in Rome 1851-1855 and professor of botany at the Sapienza 1851-1868. 
TL_2_Vol_5_0040.md	Sanio	Sanio, Carl Gustav	Sanio, Carl Gustav [std. Sanio]	Sanio, Carl Gustav	Sanio, Carl Gustav	Sanio	Sanio				1832-1891	"German (Eastern Prussian) botanist at Lyck; studied botany and medicine at Königsberg University; with Alexander Braun at Berlin 18551857; Dr. phil. Königsberg 1858; habil. id. 1858; lecturer 1859-1866; from 1866-1891 ""Privatgelehrter"" at Lyck; oustanding plant anatomist. "
TL_2_Vol_5_0041.md	Santapau	Santapau, Hermenegild	Santapau, Hermenegild [std. Santapau]	Santapau, Hermenegild	Santapau, Hermenegild	Santapau	Santapau				1903-1970	Spanish-born clergyman and botanist; Dr. phil. Gregorian Univ., Roma, 1927; to India 1928; studying botany in London 1936-1940; professor of botany at St. Xavier's College, Bombay; 1940-1954 with the Botanical Survey of India; from 1961-1968 as director; rector of St. Xavier's College, Bombay 1968-1970. 
TL_2_Vol_5_0042.md	Sántha	Sántha, László (Ladislaus)	Sántha, László (Ladislaus) [std. Sántha]	Sántha, László (Ladislaus)	Sántha, László (Ladislaus)	Sántha	Sántha				1886-1954	Hungarian lichenologist; Dr. phil. Budapest 1909; assistant at the Botanical Institute of the University of Budapest 1909; at the Viticultural Institute 1910; in charge of the department of pathology of the Institute for Plant Protection 1932; professor at the Horticultural and Agricultural College 1942; director of the Viticultural Institute 1942-1946. 
TL_2_Vol_5_0043.md	Santi	Santi, Georgio	Santi, Georgio [std. Santi]	Santi, Georgio	Santi, Georgio	Santi	Santi				1746-1822	Italian botanist; Dr. med. phil. Siena 1777; in Paris 17771783; professor of botany, natural history and chemistry and director of the botanical garden of Pisa 1782/3-1814. 
TL_2_Vol_5_0044.md	Sapetza	Sapetza, Josef	Sapetza, Josef [std. Sapetza]	Sapetza, Josef	Sapetza, Josef	Sapetza	Sapetza				1829-1868	Moravian botanist; ultimately high school teacher at Rakovac nr. Karlstadt (Karlovac, Károlyváros) in Croatia (then a free royal city of Hungary). 
TL_2_Vol_5_0045.md	Saporta	Saporta, (Louis Charles Joseph) Gaston, marquis de	Saporta, (Louis Charles Joseph) Gaston, marquis de [std. Saporta]	Saporta, (Louis Charles Joseph) Gaston, marquis de	Saporta, (Louis Charles Joseph) Gaston, marquis de	Saporta	Saporta				1823-1895	French palaeobotanist of independent means, living at St. Zacharie (Var) near Aix-enProvence; corresponding member of the Académie des Sciences, 1877; specially interes- ted in the Mesozoic. 
TL_2_Vol_5_0046.md	Sarasin	Sarasin, [Carl] Friedrich (Fritz)	Sarasin, [Carl] Friedrich (Fritz) [std. Sarasin]	"Sarasin, [Carl] Friedrich (""Fritz"")"	Sarasin, [Carl] Friedrich (Fritz)	Sarasin	Sarasin				1859-1942	"Swiss naturalist; studied in Basel and Würzburg; explored, with his cousin Paul Benedict Sarasin, Ceylon (1883-1886, 1890), and Celebes (1893-1896, 1902-1903); ""Privatgelehrter"" at Basel; from 1898 president of the council for the Basel Museum f. Völkerkunde. "
TL_2_Vol_5_0047.md	Sarauw	Sarauw, Georg Frederik Ludvig	Sarauw, Georg Frederik Ludvig [std. Sarauw]	Sarauw, Georg Frederik Ludvig	Sarauw, Georg Frederik Ludvig	Sarauw	Sarauw				1862-1928	Danish botanist and forester; studied botany and forestry at Copenhagen, München, Berlin, Paris 1881-1892; assistant at the agronomical station at Rostock 1890-1894; assistant at the Copenhagen National Museum 1894-1911; from 1912 in charge of the archeological department of Göteborgs Museum 
TL_2_Vol_5_0048.md	Sargant	Sargant, Ethel	Sargant, Ethel [std. Sargant]	Sargant, Ethel	Sargant, Ethel	Sargant	Sargant				1836-1918	English plant anatomist; studied at Cambridge 18811884; from 1892-1893 at the Jodrell Laboratory, Kew, under D.H. Scott; from 1893- 1912 pursuing botanical research privately at her property at Reigate; from 1912-1914 at Cambridge; in war work 1914-1918. 
TL_2_Vol_5_0049.md	Sarg.	Sargent, Charles Sprague	Sargent, Charles Sprague [std. Sarg.]	Sargent, Charles Sprague	Sargent, Charles Sprague	Sargent	Sarg.				1841-1927	American (Bostonian) botanist and dendrologist; graduated from Harvard 1862; in the Civil War 1862-1865; travelled in Europe 1865-1868; professor of horticulture at Harvard 1870; Arnold professor of arboriculture ib. 1879-1927; founder (1872) and first director of the Arnold Arboretum of Harvard University 1872-1927; travelled and collected extensively in the United States, the West Indies, Mexico and Japan; active conservationist; LL.D. h.c. Harvard 1901. 
TL_2_Vol_5_0050.md	F.L. Sargent	Sargent, Frederick LeRoy	Sargent, Frederick LeRoy [std. F.L. Sargent]	Sargent, Frederick LeRoy	Sargent, Frederick LeRoy	Sargent	F.L. Sargent				1863-1928	American botanist; studied at the Lawrence Science School, Harvard University 1883-1886; head Department of Botany, Madison, Wisconsin 1886-1887; instructor in botany at the Medical School, Boston 1894-1895; assistant Botanical Museum, Harvard University 1902-1904; later botany teacher at Cambridge, Mass. 
TL_2_Vol_5_0051.md	Sarnth.	Sarnthein, Ludwig (Graf) von	Sarnthein, Ludwig (Graf) von [std. Sarnth.]	Sarnthein, Ludwig (Graf) <em>von</em>	Sarnthein, Ludwig (Graf) von	Sarnthein	Sarnth.				1861-1914	"Transsilvania-born Austrian botanist; government administrator in Brixen, Triest (1892), Innsbruck (1905) and Ampezzo (S.Tirol) (1906), ultimately as ""Bezirkshauptman"" (district governor). "
TL_2_Vol_5_0052.md	Sartorelli	Sartorelli, Giovanni Battista	Sartorelli, Giovanni Battista [std. Sartorelli]	Sartorelli, Giovanni Battista	Sartorelli, Giovanni Battista	Sartorelli	Sartorelli				1780-1853	Italian (Trentino) botanist; forestry inspector in Lecco and Bergamo. 
TL_2_Vol_5_0053.md	F. Sartori	Sartori, Franz	Sartori, Franz [std. F. Sartori]	Sartori, Franz	Sartori, Franz	Sartori	F. Sartori				1782-1832	"Austrian author and naturalist; Dr. med. Wien 1807; with the ""k.k. Bücher-Revisionsamt"", from 1812-1832 as director; editor of various magazines such as the Annalen der österreichischen Literatur und Kunst, Wiener Literatur-Zeitung, Vaterländische Blätter and Österreichischer Kalender. "
TL_2_Vol_5_0054.md	Sartori	Sartori, Joseph	Sartori, Joseph [std. Sartori]	Sartori, Joseph	Sartori, Joseph	Sartori	Sartori				1809-1880	German (Bavarian) botanist; came to Greece as court pharmacist with King Otto, 1833; explored the Greek flora based at Nauplia 1833-1835 and at Athens 1835-1863; ultimately court physician to King Otto; returned to München 1862; close associate of E. Boissier and Th. v. Heldreich. 
TL_2_Vol_5_0055.md	Sartorius	Sartorius, Carl [Christian Wilhelm], (later Carlos)	Sartorius, Carl [Christian Wilhelm], (later Carlos) [std. Sartorius]	Sartorius, Carl [Christian Wilhelm], (later: Carlos]	Sartorius, Carl [Christian Wilhelm], (later Carlos)	Sartorius	Sartorius				1796-1872	German (Hessen) farmer and botanist; emigrated to Mexico circa 1825; from 1830 running a farm and distillery at Mirador near Huatusco, Vera Cruz; plant collector and gracious host to many travellers in Mexico; from 1846-1852 in Darmstadt. 
TL_2_Vol_5_0056.md	Sartory	Sartory, Auguste Theodore	Sartory, Auguste Theodore [std. Sartory]	Sartory, Auguste Theodore	Sartory, Auguste Theodore	Sartory	Sartory				1881-1950	"French mycologist and bacteriologist; Dr. Sci. Paris 1908; ""chargé de cours"" École supérieure de pharmacie de Nancy, later ""chef du service bactériologique"" ib.; associate professor at the École supérieure de Pharmacie de Strasbourg 1919; doyen ib. 1936; id. Clermont-Ferrand 1939-1945 (war-time locations of Strasbourg faculty); professor of microbiology at Strasbourg 1947-1950. "
TL_2_Vol_5_0057.md	Sartwell	Sartwell, Henry Parker	Sartwell, Henry Parker [std. Sartwell]	Sartwell, Henry Parker	Sartwell, Henry Parker	Sartwell	Sartwell				1792-1867	American botanist and physician; lic. med. Oneida County Med. Soc. 1811; practicing at New Hartford, New York 1811-1812, after the 1812 war at Springfield, N.Y. and Bethel; ultimately (1832-1867) at Penn Yang, N.Y.; Dr. phil. h.c. Hamilton College, Clinton, N.Y. 1864. 
TL_2_Vol_5_0058.md	Sasaki	Sasaki, Syuniti	Sasaki, Syuniti [std. Sasaki]	Sasaki, Syun'iti	Sasaki, Syuniti	Sasaki	Sasaki				1888-1960	Japanese botanist at the Government Research Institute, Formosa (now Taiwan). 
TL_2_Vol_5_0059.md	Sass	Sass, Arthur Ferdinand, baron von	Sass, Arthur Ferdinand, baron von [std. Sass]	Sass, Arthur Ferdinand, baron von	Sass, Arthur Ferdinand, baron von	Sass	Sass				1837-1870	Estonian (Baltic German) agronomist, land-owner, naturalist and botanist on the Island of Oesel (Saare, Estonia). 
