irn	organization	code	division	department	cites	specimenTotal	currentStatus	dateFounded	taxonomicCoverage	geography	address	contact	location	collectionsSummary	incorporatedHerbaria	importantCollectors	notes	dateModified
124105	Staatliche Naturwissenschaftliche Sammlungen Bayerns (SNSB)	M			DE 202-06	3200000	Active	1813	All groups	Worldwide	{'physicalStreet': '', 'physicalCity': 'München', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Germany', 'postalStreet': 'Menzinger Straße 67', 'postalCity': 'München', 'postalState': '', 'postalZipCode': 'D-80638', 'postalCountry': 'Germany'}	{'phone': '[49] 89 17861 265', 'email': 'Kadereit@snsb.de', 'webUrl': 'http://www.botanischestaatssammlung.de'}	{'lat': 48.164299, 'lon': 11.501296}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['Tierärztliche Hochschule München', 'Technische Universität München', 'Bayerische Botanische Gesellschaft', 'Naturkundemuseum Bamberg', 'part of DUSS (e.g., <Oenothera>)', 'Munich School of Philosophy (formerly Berchmannskolleg).', 'OSBU (ca. 5000 specimens) by the end of 2022']	['A. Allescher', 'F. C. G. Arnold', 'K. Beckhaus', 'G. Bresadola', 'C. F. J. E. Correns', 'H. Doppelbaur', 'E. Eichhorn', 'A. Einhellinger', 'W. Freiberg', 'M. Fürbringer', 'J. W. H. Giess', 'R. P. Grützmann', 'A. Haas', 'K. Harz', 'H. Hertel', 'T. C. J. Herzog', 'A. Holler', 'J. Höller', 'G. Hoock', 'C. C. Hosseus', 'H. A. Hundsdorfer', 'H. Jahn', 'W. F. Karwinski', 'S. Killermann', 'O. Klement', 'A. A. von Krempelhuber', 'W. Kupper', 'W. Lippert', 'P. G. Lorentz', 'P. von Lützelburg', 'K. Mägdefrau', 'C. F. P. von Martius', 'A. B. Massalongo', 'A. K. Meebold', 'H. Merxmüller', 'B. Mies', 'W. L. Mittak', 'L. Molendo', 'M. Moser', 'F. J. H. von Mueller', 'H. Neubert', 'G. Niessl von Mayendorf', 'H. K. G. Paul', 'F. Petrak', 'D. Podlech', 'J. Poelt', 'H. Poeverlein', 'C. G. Pringle', 'A. Progel', 'C. A. Purpus', 'L. J. T. Radlkofer', 'G. Rambold', 'K. H. Rechinger', 'K. F. Reiche', 'T. Reinbold', 'P. F. Reinsch', 'E. Rosenstock', 'H. Ross', 'H. Schack', 'T. Schauer', 'M. Schnittler', 'J. C. D. von Schreber', 'O. Sendtner', 'A. K. Skvortzov', 'E. Söhner', 'J. Stangl', 'M. Steiner', 'F. Stephani', 'P. Thyssen', 'A. Töpffer', 'C. Troll', 'V. Vareschi', 'P. C. Vogl', 'F. Vollmann', 'A. C. Waghorne', 'E. Walter', 'F. J. Weinzierl', 'H. Will', 'G. A. Zenker', 'J. G. Zuccarini', 'P. F. W. von Zwackh-Holzhausen']	"Updated Mar 2015 (specimen total update).   Brazilian collections of C. F. P. von Martius are not available for loan. For loan regulations see http://www.botanischestaatssammlung.de/herbarium/loans.html. For collectors and collections see H. Hertel and A. Schreiber, Mitt. Bot. Staatssamml. München 26: 81-512. 1988.  The online index of collectors represented in M can be found here: http://atgard.botanik.biologie.uni-muenchen.de/botsyst/ic/<br/>Part of the Bavarian Natural History Collections."	2022-09-23
124880	Instituto Agronômico de Campinas	IAC	Centro de Recursos Genéticos Vegetais	Botânica/Herbário		57917	Active	1935	Cultivated and Native Vascular Plants; Rubiaceae, Solanaceae, Arecaceae, Flacourtiaceae (Salicaceae/Achariaceae), Ulmaceae, Passifloraceae, Myrsinaceae	São Paulo State	{'physicalStreet': 'Av. Theodureto A. Camargo, 1500. Fazenda Santa Elisa', 'physicalCity': 'Campinas', 'physicalState': 'São Paulo', 'physicalZipCode': '13075-630', 'physicalCountry': 'Brazil', 'postalStreet': 'Av. Barão de Itapura, 1481', 'postalCity': 'Campinas', 'postalState': 'São Paulo', 'postalZipCode': '13020-902', 'postalCountry': 'Brazil'}	{'phone': '[55] 19 3202 1812', 'email': 'herbarioiac@gmail.com', 'webUrl': 'http://herbario.iac.sp.gov.br/'}	{'lat': -22.87054, 'lon': -47.077104}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 7, 'numBryosDatabased': 7, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 553, 'numPteridosDatabased': 553, 'numPteridosImaged': 0, 'numSeedPl': 57357, 'numSeedPlDatabased': 57207, 'numSeedPlImaged': 0}	['Instituto de Zootecnia de São Paulo', 'Germplasm and cultivars IAC, Native Flora of the Stations of the IAC', 'The Monjolinho Arboretum, Plants Weeds']	['C. Aranha', 'G. A. Black', 'A. Carvalho', 'D. M. Dedecca', 'A. Ducke', 'R. de L. Fróes', 'W. G. Houk', 'O. Kriegel', 'H. P. Krug', 'H. F. Leitão Filho', 'A. Macedo', 'J. M. Pires', 'J. Santoro', 'H. M. Souza', 'A. P. Viégas', 'G. P. Viégas']		2022-09-30
125798	Rocky Mountain Forest and Range Experiment Station	USFS				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Fort Collins', 'physicalState': 'Colorado', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '240 West Prospect Street', 'postalCity': 'Fort Collins', 'postalState': 'Colorado', 'postalZipCode': '80526-2098', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 40.567471, 'lon': -105.115128}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Most of USFS (120 000 specimens) on indefinite loan to RM since 1982. Most types of new taxa described by former staff members deposited at US. Collections of Costa Rica and Ecuador forest survey deposited at F.	2022-09-30
126919	Museum of Evolution	UPS		Botany	SE 009	3100000	Active	1785	All groups	Worldwide	{'physicalStreet': '', 'physicalCity': 'Uppsala', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Sweden', 'postalStreet': 'Norbyvägen 16', 'postalCity': 'Uppsala', 'postalState': '', 'postalZipCode': 'SE-752 36', 'postalCountry': 'Sweden'}	{'phone': '[46] 18 471 2790', 'email': 'stefan.ekman@em.uu.se', 'webUrl': 'https://databas.evolutionsmuseet.uu.se/botanik/home.php'}	{'lat': 59.8498, 'lon': 17.6208}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['UPSV (200 000 specimens) in 2001.']	['J. G. Åberg', 'E. Acharius (UPS-ACH)', 'A. Afzelius', 'C. G. Alm', 'H. W. Arnell', 'S. Arnell', 'J. Burser (UPS-BURSER)', 'O. Celsius (UPS-CELSIUS)', 'G. Degelius', 'G. E. Du Rietz', 'T. M. Fries', 'E. M. Fries (UPS-FRIES)', 'C. Hartman', 'F. Hasselquist', 'O. Hedberg', 'J. T. Hedlund', 'L. Holm', 'P. Kalm', 'F. R. Kjellman', 'C. Linnaeus (UPS-LINN)', 'S. Lundell', 'N. Lundqvist', 'A. H. Magnusson', 'R. Moberg', 'J. A. Nannfeldt', 'H. W. Ravenel', 'R. Santesson', 'C. J. F. Skottsberg', 'K. A. H. Smith', 'N. Svedelius', 'M. Thulin', 'C. P. Thunberg (UPS-THUNB)', 'L. Tibell', 'M. Waern', 'G. Wahlenberg']	No loans from UPS-ACH; UPS-BURSER; UPS-CELSIUS; UPS-FRIES; UPS-HASSELQ; UPS-KALM; UPS-LINN; UPS-THUNB.	2022-10-12
124967	Research Centre for Plant Protection and Certification	ROPV	Council for Agricultural Research and Economics			6750	Active	1897	Plant-pathogenic fungi and vascular plants	Italy	{'physicalStreet': '', 'physicalCity': 'Roma', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Italy', 'postalStreet': 'Via C. G. Bertero 22', 'postalCity': 'Roma', 'postalState': '', 'postalZipCode': 'I-00156', 'postalCountry': 'Italy'}	{'phone': '[39] 06 8207 0355', 'email': '', 'webUrl': ''}	{'lat': 41.932945, 'lon': 12.556478}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]		2022-10-13
125756	California Botanic Garden	RSA			US 056	1230000	Active	1927	Cactaceae; Crossosomataceae; Goodeniaceae; Midaceae; Poaceae; Polemoniaceae; Restionaceae; Stylidiaceae; <Arctostaphylos>; <Astragalus>; <Camissonia>; <Ceanothus>, <Cupressus>; <Iris>; <Ranunculus>; aquatic phanerogams	Worldwide, with emphasis on California (especially southern half of state); arid, semi-arid, and Mediterranean climates; Mexico; Russia and former U.S.S.R. republics; Australasia and other Pacific	{'physicalStreet': '1500 North College Avenue', 'physicalCity': 'Claremont', 'physicalState': 'California', 'physicalZipCode': '91711', 'physicalCountry': 'U.S.A.', 'postalStreet': '1500 North College Avenue', 'postalCity': 'Claremont', 'postalState': 'California', 'postalZipCode': '91711-3157', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 909 625 8767 ext. 268', 'email': 'mnazaire@calbg.org', 'webUrl': 'https://www.rsabg.org/collections/herbarium'}	{'lat': 34.110271, 'lon': -117.714851}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 1500, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 27000, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 1167500, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['POM (370 000 specimens) in 1951', 'phanerogams (115 000 specimens) of AHFH, LAM, and USC in 1986', 'vascular plants (4500 specimens) of CSPU in 2000.', 'vascular cryptogams (9300 specimens) of LAM, including AHFH, SFV, USC, in 2003', 'vascular plants (5500 specimens) of Santa Ana College in 2004.', 'some vascular plants from Pierce College Herbarium (after 2004).']	['C. F. Baker', 'R. C. Barneby', 'L. Benson', 'S. Boyd', 'A. Davidson', 'C. Davidson', 'P. H. Davis', 'M. DeDecker', 'M. B. Dunkle', 'F. R. Fosberg', 'H. S. Gentry', 'V. Grant', 'R. Gustafson', 'G. B. Hinton', 'E. C. Jaeger', 'M. E. Jones', 'C. L. Lundell', 'Y. E. J. Mexia', 'P. A. Munz', 'E. Palmer', 'F. W. Peirson', 'C. G. Pringle', 'P. H. Raven', 'J. C. Roos', 'T. S. Ross', 'A. C. Sanders', 'R. F. Thorne', 'L. C. Wheeler', 'C. B. Wolf']	Updated Aug 2017 (specimen total and staff). Since 1951, POM and RSA have been housed together at RSA; since 1966 the two collections have been fully integrated. Total number of specimens for RSA reflects combined holdings of the integrated collections. A loan request to either institution is considered also as a request to the other. Specimens from Pomona College Herbarium should be cited as POM. Macrofungi, algae, lichens, and bryophytes from RSA and POM (about 25 000 specimens) transferred to LAM, from where they were transferred to UC. Contact Andrew S. Doran, andrewdoran@berkeley.edu. R. K. Benjamin research specimens of Laboulbeniales and zygomycetes transferred to FH. RSA ancillary collections include 37 000 cones and fruit, wood blocks, wood and pollen slides.	2022-10-17
124086	Botanical Research Institute of Texas	BRIT		Research	US 113	1482000	Active	1987	Vascular plants, especially Cyperaceae, Poaceae, Fabaceae, Asteraceae, ferns and lycophytes; bryophytes; lichens; weeds; cultivated plants	Worldwide, especially Texas, Louisiana, Alabama, Tennessee, Georgia, and Southeastern U.S.	{'physicalStreet': '1700 University Drive', 'physicalCity': 'Fort Worth', 'physicalState': 'Texas', 'physicalZipCode': '76107-3400', 'physicalCountry': 'U.S.A.', 'postalStreet': '1700 University Drive', 'postalCity': 'Fort Worth', 'postalState': 'Texas', 'postalZipCode': '76107-3400', 'postalCountry': 'U.S.A.'}	{'phone': '817 546 1845\n[1] 817 332 4441 ext. 223', 'email': '', 'webUrl': 'http://www.brit.org/herbarium'}	{'lat': 32.755653, 'lon': -97.328888}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['SMU (410 000 specimens) on permanent loan in 1987', 'VDB (360 000 specimens) in 1997', 'HPM (10 000 specimens) in 2001', 'DUR (78 000 specimens) in 2001', 'HNH (in part', '25 000 specimens) in 2002', 'MCP (7000 specimens) in 2003', 'BGSU (in part, 6000 specimens) in 2004', 'FWM (12 000 specimens), including FW, in 2006', 'LRU (ferns, number, date unknown)', 'herbarium from the Univeristy of Texas at Tyler (4000) in 2012', 'NLU (472,000 vascular plants) in 2017', 'ETNH (4000 specimens) in 2017', 'HSU (6000 specimens) in 2021.']	['R. Athey', 'R. Carter', 'D. S. Correll', 'V. L. Cory', 'D. Demaree', 'T. Drummond', 'T. R. Fisher', 'R. C. Friesner', 'H. Gentry', 'R. K. Godfrey', 'A. J. Grout', 'M. T. Hall', 'P. T. Husnot', 'R. Kral', 'F. J. Lindheimer', 'S. McDaniel', 'E. J. Palmer', 'J. Peck', 'C. G. Pringle', 'J. Reverchon', 'A. Ruth', 'P. O. Schallert', 'J. Shaver', 'L. H. Shinners', 'G. W. Stevens', 'J. Taylor', 'C. Taylor', 'A. Traverse', 'B. H. Warnock', 'E. Whitehouse', 'H. W. Youngken']	"Updated Sep 2017 (incorporated herbaria).  NLU (472,000 specimens) were incorporated into BRIT in 2017.  BRIT has a botanical research library of over 100,000 volumes.<br/>Updated OCt 2022 (incorporated herbaria; contact info; exchange; pubs.)"	2022-10-17
125585	Oberösterreichische Landeskultur GmbH	LI	Biocenter	Botany	AT 005	1200000	Active	1833		Worldwide, especially central Europe and Mediterranean region	{'physicalStreet': 'Johann-Wilhelm-Klein-Straße 73', 'physicalCity': 'Linz', 'physicalState': '', 'physicalZipCode': '4040', 'physicalCountry': 'Austria', 'postalStreet': 'Johann-Wilhelm-Klein-Straße 73', 'postalCity': 'Linz', 'postalState': '', 'postalZipCode': '4040', 'postalCountry': 'Austria'}	{'phone': '[43] 732 772052368', 'email': 'martin.pfosser@ooelkg.at', 'webUrl': 'http://www.landesmuseum.at/en/collection/nature/botany.html'}	{'lat': 48.3373, 'lon': 14.3127}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['HALLST', 'Technische Universität, Wien.']	['F. Leydolt', 'B. Fest', 'E. Ritzberger', 'H. Becker', 'J. Wiesner', 'H. Mittendorfer', 'R. Türk', 'H. Harder', 'H. Haslinger', 'M. Haselberger', 'I. Dörfler', 'W. Till', 'V. Vašák', 'S. G. von Hohenwarth', 'H. Schmid', 'L. Petri', 'I. S. Poetsch', 'A. Hauser', 'K. I. Huttar-Widl', 'P. J. F. Schur', 'F. Höhnel', 'A. E. Sauter', 'J. N. Hinteröcker', 'E. Feichtinger', 'J. Pilz', 'J. Weidenholzer', 'K. Richter', 'R. Stockhammer', 'H. Heltmann', 'A. Topitz', 'L. Frank', 'F. Hasl', 'D. H. Hoppe', 'E. Saxinger', 'J. K. Weese', 'H. Melzer', 'I. Donner', 'F. Wohack', 'F. Grims', 'K. Klein', 'G. Stockhammer', 'J. Duftschmid', 'O. Breuss', 'A. Schott', 'A. Lonsing', 'F. Brosch', 'H. Wittmann', 'J. K. Hauk', 'K. Schiedermayr', 'H. Metlesics', 'A. Heimerl', 'J. B. Wiesbaur', 'R. Hinterhuber', 'A. Dürrnberger', 'F. Strobl', 'F. Sorger', 'W. F. B. Hofmeister', 'S. Rezabek', 'F. Morton', 'R. Steinwendtner', 'B. Weinmeister', 'R. Krisai', 'C. Schröck']	November 2019:  non-functional email address removed.	2022-10-18
126926	U.S. National Fungus Collections, USDA-ARS	BPI	Mycology and Nematology Genetic Diversity and Biology Laboratory	USDA-ARS	US 014	950000	Active	1869	All groups of fungi, excluding lichens; exsiccatae with fungi including lichens		{'physicalStreet': '10300 Baltimore Ave, Bldg 010A, Rm 229', 'physicalCity': 'Beltsville', 'physicalState': 'Maryland', 'physicalZipCode': '20705', 'physicalCountry': 'U.S.A.', 'postalStreet': '10300 Baltimore Ave, Bldg 010A, Rm 229', 'postalCity': 'Beltsville', 'postalState': 'Maryland', 'postalZipCode': '20705', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 301 504 5364', 'email': 'HerbariumBPI@ars.usda.gov', 'webUrl': 'http://nt.ars-grin.gov/fungaldatabases/specimens/specimens.cfm'}	{'lat': 39.022345, 'lon': -76.923367}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 950000, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['Fungi of BKL, CAS (except fleshy fungi), DS, MO, PAC (59 000 specimens), US, WVA, and WARM (138)', 'fungi of LLO on loan', 'G. P. Clinton smut fungi of NHES on permanent loan', 'G. W. Martin myxomycetes of IA on permanent loan since 1977.', 'PACMA (67 000 specimens) in 2002.']	['J. F. Adams', 'C. J. Alexopoulos', 'L. M. Ames', 'G. Bresadola', 'T. Brooks', 'F. Bubák', 'G. W. Carver', 'C. E. Chardon', 'R. Ciferri', 'E. Dick (Snell)', 'M. L. Farr', 'C. L. Fergus', 'E. F. Guba', 'H. W. Harkness', 'G. G. Hedgcock', 'C. J. Humphrey', 'A. E. Jenkins', 'F. D. Kern', 'A. B. Langlois', 'C. G. Lloyd', 'W. H. Long', 'T. H. Macbride', 'G. W. Martin', 'C. R. Orton', 'L. O. Overholts', 'O. A. Reinking', 'D. R. Reynolds', 'L. D. von Schweinitz', 'C. L. Shear', 'W. H. Snell', 'P. C. Standley', 'J. A. Stevenson', 'H. W. Thurston', 'J. R. Weir', 'G. L. I. Zundel']	Updated Dec 2015 (staff changes). Information for all rust, smut, polypore, ascomycetes, deuteromycetes, agarics, oomycetes, and chytridiomycetes computerized and available (http://nt.ars-grin.gov/fungaldatabases/specimens/specimens.cfm).	2022-10-19
126630	Cambridge University Herbarium	CGE		Department of Plant Sciences, University of Cambridge	GB033	1100000	Active	1761	Historical material, Worldwide, UK material especially Cambridgeshire	Worldwide	{'physicalStreet': 'c/o Sainsbury Laboratory, Bateman Street', 'physicalCity': 'Cambridge', 'physicalState': 'England', 'physicalZipCode': 'CB2 1LR', 'physicalCountry': 'U.K.', 'postalStreet': 'c/o Sainsbury Laboratory, Bateman Street', 'postalCity': 'Cambridge', 'postalState': 'England', 'postalZipCode': 'CB2 1LR', 'postalCountry': 'UK'}	{'phone': '', 'email': 'herbarium@plantsci.cam.ac.uk', 'webUrl': 'https://data.plantsci.cam.ac.uk/herbarium/ [New website in preparation] and Twitter @CUHerb'}	{'lat': 52.1947, 'lon': 0.127773}	{'numAlgae': 1000, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 40000, 'numBryosDatabased': 0, 'numBryosImaged': 7500, 'numFungi': 7000, 'numFungiDatabased': 150, 'numFungiImaged': 0, 'numPteridos': 12000, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 1040000, 'numSeedPlDatabased': 20000, 'numSeedPlImaged': 20000}	['MHL.', 'ABRN (2009).']	['C. C. Babington', 'S. H. Bickham', 'M. Botteri', 'T. Bridges', 'C. J. F. Bunbury', 'E. J. H. Corner', 'H. Cuming', 'A. Cunningham', 'C. Darwin', 'D. Douglas', 'H. J. Elwes', 'G. Gardner', 'G. Genevier', 'W. Griffith', 'C. T. Hartweg', 'G. D. Haviland', 'A. Henry', 'J. S. Henslow', 'W. P. Hiern', 'C. Hose', 'W. Houstoun', 'A. Jordan', 'J. Laflin', 'C. M. Lemann', 'J. J. Linden', 'J. Lindley', 'T. Lobb', 'R. T. Lowe', 'E. S. Marshall', 'A. Mathews', 'A. Menzies', 'J. Miers', 'T. L. Mitchell', 'W. E. Nicholson', 'O. Rackham', 'P. D. Sell', 'R. Spruce', 'G. H. K. Thwaites', 'N. Wallich', 'H. L. K. Whitehouse', 'C. Wright']	"Please note, very few of CGE's 1.1M specimens have been digitised, and collections are not represented in GBIF or other online datasets. Many parts of the collection have not received re-curation for many years, many types are as yet undesignated, and older specimens may be remain incorporated under synonyms or remain unsorted or indet. <br/><br/>Please do contact us via the email address herbarium [at] plantsci [dot] cam [dot] ac [dot] uk with your request and we will endeavour to get back to you as soon as possible."	2022-10-20
124156	California Academy of Sciences	CAS		Department of Botany	US 050	2300000	Active	1853	Vascular plants; lichens; bryophytes; introduced weeds; ornamentals	Worldwide, especially western North America, California, and northern Latin America, Europe, Madagascar, China, Philippines and Galapagos Islands	{'physicalStreet': '75 Nancy Pelosi Drive', 'physicalCity': 'San Francisco', 'physicalState': 'California', 'physicalZipCode': '94118', 'physicalCountry': 'U.S.A.', 'postalStreet': '55 Music Concourse Drive', 'postalCity': 'San Francisco', 'postalState': 'California', 'postalZipCode': '94118-4503', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': 'emagnaghi@calacademy.org', 'webUrl': 'https://www.calacademy.org/scientists/botany'}	{'lat': 37.770241, 'lon': -122.466789}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 160000, 'numBryosDatabased': 75000, 'numBryosImaged': 50000, 'numFungi': 19000, 'numFungiDatabased': 1000, 'numFungiImaged': 1000, 'numPteridos': 35000, 'numPteridosDatabased': 16000, 'numPteridosImaged': 8000, 'numSeedPl': 2180000, 'numSeedPlDatabased': 576000, 'numSeedPlImaged': 41000}	['DS (750 000 specimens, including 4000 CI specimens) in 1976', 'SFRF (4050 specimens) in 1980', 'HAY (4000 specimens) in 2018']	['F. Almeda', 'E. Asplund', 'C. F. Austin', 'M. S. Baker', 'R. C. Barneby', 'H. Behr', 'E. Betche', 'P. E. Boissier', 'L. A. Boyd', 'D. E. Breedlove', 'E. Cannon', 'H. C. Cheo', 'C. Y. Chiao', 'M. Clemens', 'J. Clemens', 'I. W. Clokey', 'E. Contreras', 'T. Daniel', 'A. Eastwood', 'C. F. Ecklon', 'H. F. A. von Eggers', 'P. A. C. Endress', 'W. J. Eyerdam', 'F. E. L. von Fischer', 'F. von Fleischer', 'J. C. Frank', 'P.W. Fritsch', 'P. H. Gentle', 'J. L. Gressitt', 'G. Haley', 'G. E. L. Hampe', 'C. B. Hardham', 'A. A. Heller', 'J. A. Heuffel', 'R. F. Hohenacker', 'R. F. Hoover', 'D. Horton', 'J. T. Howell', 'S. Y. Hu', 'D. Jamieson', 'M. C. Johnson', 'E. Johnston', 'I. M. Johnston', 'G. N. Jones', 'T. H. Kearney', 'A. Kellogg', 'M. E. Kerr', 'G. Klug', 'S. K. Lau', 'H. Leschke', 'J. M. Linsdale', 'M. A. Linsdale', 'C. L. Lundell', 'E. Lyonnet', 'T. Makino', 'H. L. Mason', 'J. F. Maxwell', 'E. M. McClintock', 'F. A. McClure', 'C. H. Merriam', 'E. D. Merrill', 'Y. E. J. Mexia', 'F. J. F. Meyen', 'C. A. von Meyer', 'T. K. Newell', 'H. L. Oosting', 'P. S. Pallas', 'H. M. Pollard', 'M. P. Porsild', 'C. G. Pringle', 'C. R. Quick', 'G. L. Rabenhorst', 'P. H. Raven', 'H. D. Ripley', 'R. C. Rollins', 'L. S. Rose', 'P. Rubtzoff', 'J. Rzedowski', 'J. H. Schaffner', 'G. H. A. Scheele', 'G. H. W. Schimper', 'D. F. L. von Schlechtendal', 'J. R. Shevock', 'F. W. Sieber', 'M. Smith', 'G. L. Smith', 'W. von Spruner', 'R. S. Squire', 'J. W. Stacey', 'A. Stewart', 'S. G. Stokes', 'W. N. Suksdorf', 'H. Swarth', 'Y. W. Taam', 'A. Tiehm', 'D. Toren', 'G. True', 'W. T. Tsang', 'E. C. Twisselmann', 'J. L. M. Vahl', 'E. Walther', 'E. Werdermann', 'C. R. Wheeler', 'M. J. Williams', 'H. M. Willkomm', 'E. H. Wilson', 'C. L. P. Zeyher.']	Updated Oct. 2021  (specimen total update). Dudley Herbarium (DS) of Stanford University moved to CAS in 1976 and fully integrated, although DS retains separate identity. Loan requests for either herbarium should be addressed to CAS. For information on DS see SAN FRANCISCO (DS). Herbarium of Cal State East Bay (HAY) incorporated 2018; many collections lost, approximately 4,000 salvaged. CAS algae now housed at UC. CAS fungi now housed at BPI and NY. Except for type specimens, most collections made before 1906 were destroyed in that year by San Francisco earthquake and fire.	2022-10-24
